id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,class
379,273,5.31,5,403,2,257,3,613,8,273,0.88,37,75,355,97,343,71,313,67,184,95,1.27,915,85,65,114,106,134,42,15,0,2
380,304,4.9,3,423,1,272,2,657,8,279,0.84,42,79,391,104,330,58,302,81,169,101,1.46,754,78,69,100,100,156,45,16,0,2
381,281,5,5,467,2,285,2,614,7,250,0.85,39,77,368,101,392,67,301,73,178,97,1.5,614,71,60,104,164,177,42,16,0,2
382,321,4.93,4,437,3,243,1,600,7,267,1.06,38,67,342,96,374,65,317,74,174,105,1.62,798,73,72,86,114,159,47,15,3,2
383,289,5,3,433,2,274,2,613,7,255,0.97,37,75,388,95,340,63,310,82,175,99,1.42,789,79,57,90,119,161,38,13,0,2
384,301,5.86,4,367,2,267,2,552,7,246,0.87,38,75,409,100,331,71,322,73,178,98,1.47,1131,83,62,97,107,181,41,16,1,2
385,311,5.36,4,415,3,287,2,643,7,311,0.96,39,61,374,91,381,55,309,60,176,98,1.6,873,75,73,104,111,137,39,14,2,2
386,308,5.6,4,343,2,240,2,574,7,230,0.98,33,72,438,90,337,55,311,75,191,101,1.55,1131,93,67,92,108,141,43,14,2,2
387,323,5.07,4,489,1,262,2,610,7,278,0.96,36,68,378,101,327,71,316,69,190,97,1.52,848,77,52,108,120,166,43,14,7,2
388,278,5.4,4,393,2,267,3,578,7,207,1.1,34,72,389,97,368,75,321,75,187,107,1.41,960,89,61,99,110,156,38,17,2,2
389,312,4.9,3,416,2,281,2,624,7,275,1.08,39,75,397,89,316,69,316,74,201,105,1.59,833,75,69,98,123,163,44,16,0,2
390,318,4.69,4,428,2,272,3,583,7,267,0.83,34,69,414,99,312,66,352,73,181,104,1.54,762,85,71,110,112,159,40,14,4,2
391,304,5.2,4,478,2,265,2,659,7,310,0.89,34,72,383,99,344,67,300,77,172,94,1.5,1030,79,69,113,118,149,39,13,1,2
392,330,4.74,4,402,2,281,2,616,7,280,0.98,37,79,405,94,343,67,317,84,188,89,1.41,572,79,60,97,99,158,42,15,2,2
393,278,5.28,5,458,2,241,2,628,8,269,1.02,39,73,377,98,321,67,322,80,171,104,1.61,919,87,56,114,102,135,42,13,4,2
394,330,4.95,4,438,2,270,2,602,7,274,0.91,41,62,389,102,325,69,326,68,183,100,1.4,1105,76,52,101,102,154,44,16,5,2
395,354,5.18,4,460,2,286,1,711,7,223,0.9,39,77,364,101,290,67,336,69,169,102,1.4,901,75,54,88,112,151,38,15,4,2
396,302,5.2,4,392,3,259,2,642,7,278,0.98,33,68,378,95,308,73,345,77,197,99,1.4,720,86,62,103,121,158,39,14,3,2
397,327,5.28,5,508,2,252,1,592,7,307,0.99,41,69,404,101,290,65,333,73,172,87,1.42,813,75,52,108,116,122,38,15,3,2
398,316,5.25,4,428,2,283,2,646,7,262,0.91,33,66,384,85,339,72,326,70,184,98,1.47,1022,88,58,100,117,131,41,16,3,2
399,319,5.2,4,463,2,252,2,616,6,274,1.02,37,84,377,95,334,67,310,65,179,100,1.58,1105,90,68,98,110,176,42,14,1,2
400,321,5.33,4,469,1,270,2,573,7,218,1.09,35,71,404,105,341,64,319,78,182,95,1.31,663,87,71,99,105,154,41,15,5,2
401,337,4.58,4,409,2,274,2,619,7,270,0.91,35,61,373,107,323,61,322,71,182,109,1.51,752,78,59,111,109,130,42,13,6,2
402,287,5.05,4,429,2,276,3,642,8,238,0.99,37,72,420,96,334,70,284,71,183,95,1.57,683,80,56,115,111,165,44,15,0,2
403,277,5.12,4,479,2,264,1,631,6,245,0.88,37,77,391,95,302,70,302,73,180,106,1.44,813,84,49,111,110,153,40,14,1,2
404,291,5.31,3,496,2,268,2,585,7,289,0.9,32,74,398,91,324,63,303,70,181,97,1.38,791,82,68,113,115,132,44,16,1,2
405,276,5.1,4,395,1,266,2,591,7,237,0.91,39,68,356,95,315,68,322,64,192,94,1.62,815,72,51,107,108,152,47,14,2,2
406,334,5.2,3,462,1,295,2,712,8,244,0.96,39,75,400,103,342,65,310,76,188,103,1.54,556,83,62,117,99,173,42,15,5,2
407,317,5.23,4,421,2,254,2,509,7,260,0.93,38,61,432,96,341,62,316,79,194,106,1.51,775,71,61,102,119,157,47,16,1,2
408,270,5.55,5,385,3,275,2,678,8,279,1,39,68,390,92,336,65,305,73,181,104,1.3,805,82,58,103,98,158,44,15,4,2
409,310,5.25,4,469,1,251,3,506,7,291,0.95,36,71,384,97,326,73,342,71,170,98,1.44,886,74,53,108,119,145,38,17,4,2
410,301,5.38,4,477,2,270,2,547,8,240,0.85,36,64,390,100,373,71,310,72,188,90,1.52,632,95,56,103,105,145,49,16,0,2
411,336,5.49,4,454,2,305,2,615,7,229,1.14,33,71,354,95,357,63,327,71,196,109,1.4,831,82,60,104,113,150,42,16,3,2
412,320,5.33,4,454,1,292,1,605,8,230,0.99,35,68,411,98,288,62,334,74,201,111,1.43,1131,81,66,99,93,174,47,14,2,2
413,308,4.79,3,432,2,261,2,670,7,267,1.02,39,66,393,100,313,73,342,68,186,105,1.41,883,82,58,108,102,165,40,15,5,2
414,316,4.74,3,416,2,275,2,559,7,259,1.13,37,81,366,89,314,73,348,68,179,94,1.28,913,83,54,93,124,146,44,14,2,2
415,312,5.2,4,461,1,272,2,619,7,232,0.85,30,75,408,101,354,56,298,73,185,100,1.5,822,82,51,112,108,136,40,15,4,2
416,305,5.05,3,473,2,266,3,631,6,221,0.95,33,74,392,98,325,76,359,71,188,102,1.43,714,73,67,107,107,122,43,15,5,2
417,313,4.63,3,412,2,286,2,658,6,286,1.02,31,78,393,99,321,73,295,76,192,95,1.66,851,86,63,121,101,166,39,14,4,2
418,327,4.69,5,484,2,298,1,582,7,243,0.88,38,69,408,96,351,73,330,76,173,104,1.37,655,80,73,110,118,128,40,14,1,2
419,315,5.02,4,494,1,292,2,606,7,300,0.86,37,73,357,92,341,63,301,70,190,99,1.57,692,72,65,99,101,130,45,15,1,2
420,303,5.43,4,537,2,288,2,607,7,271,1,35,71,417,107,369,76,305,76,197,96,1.41,1041,74,61,116,121,159,42,15,3,2
421,338,5.18,5,404,2,261,1,602,7,276,1.13,38,77,392,105,412,70,298,69,187,104,1.53,880,81,49,107,126,166,44,16,1,2
422,296,4.87,4,424,3,259,2,693,7,267,1,34,77,404,105,326,67,317,73,169,102,1.32,865,66,50,111,107,140,46,15,4,2
423,303,5.86,4,513,2,237,2,623,6,241,0.96,38,56,413,95,308,72,316,11,188,101,1.44,883,78,64,109,110,153,45,15,2,2
424,294,5.23,4,478,2,259,2,620,7,294,0.82,39,62,431,89,377,67,309,73,190,96,1.38,905,69,63,123,103,168,40,16,3,2
425,329,5.05,5,417,2,273,1,597,7,253,1.15,34,77,409,97,321,63,307,63,174,92,1.59,901,87,58,105,123,145,42,16,0,2
426,354,5.12,4,493,2,269,2,544,7,275,1,41,69,362,102,385,71,313,77,208,102,1.33,744,85,51,105,114,173,46,16,0,2
427,324,5.33,4,370,2,246,1,609,7,321,0.95,41,61,380,97,320,65,312,71,203,103,1.51,891,85,63,101,112,168,45,15,4,2
428,302,5.12,4,434,3,270,2,547,7,257,0.89,37,67,393,98,318,65,317,78,187,97,1.5,1041,87,69,110,123,167,44,16,0,2
429,276,5.16,4,419,2,233,2,588,6,299,0.85,35,75,405,91,364,68,358,74,183,96,1.39,714,91,63,109,123,122,46,15,3,2
430,289,4.87,4,539,3,292,2,583,7,251,0.8,35,67,387,98,355,67,306,62,178,95,1.51,937,88,66,103,107,143,37,16,2,2
431,281,4.83,4,443,3,261,1,601,7,258,0.91,38,70,390,99,333,65,341,75,192,108,1.51,942,70,64,103,124,165,40,15,2,2
432,315,4.77,4,432,2,254,2,659,6,240,0.96,35,65,393,89,317,77,324,68,188,104,1.56,805,88,71,96,112,157,39,15,1,2
433,300,5.43,4,400,1,260,2,581,8,271,0.99,33,77,341,101,371,65,339,72,185,103,1.7,994,86,71,105,104,164,42,14,2,2
434,289,5.16,4,442,2,267,2,618,7,236,0.91,41,73,392,100,358,71,280,64,194,92,1.5,775,74,50,106,128,145,46,15,1,2
435,322,5.28,4,452,2,252,2,599,7,270,0.98,33,78,394,96,357,68,330,75,191,109,1.55,800,73,51,102,107,130,43,15,0,2
436,315,4.95,5,418,2,251,3,593,7,280,0.85,39,81,403,100,369,76,338,74,193,96,1.54,690,78,60,107,106,167,43,16,0,2
437,327,5.78,4,473,2,258,2,544,7,220,0.9,39,73,392,98,292,65,304,69,190,96,1.4,551,79,72,105,103,154,42,17,3,2
438,269,4.69,4,403,1,294,2,631,7,273,0.9,38,64,423,89,380,67,307,73,191,109,1.49,705,81,66,115,118,163,44,16,1,2
439,279,5.12,4,398,2,307,2,625,6,219,0.89,41,72,404,101,328,74,305,79,188,90,1.38,590,89,66,86,114,146,38,17,2,2
440,300,4.97,3,388,3,259,2,521,6,278,0.99,42,78,386,99,336,77,337,73,186,110,1.52,1022,66,55,100,125,173,42,17,6,2
441,307,5.86,4,432,2,261,2,670,7,222,0.99,35,75,406,104,370,72,304,76,204,97,1.64,750,75,57,110,118,140,43,14,0,2
442,258,3.01,2,420,0,320,4,492,14,246,1.11,35,62,329,113,384,52,306,62,209,62,0.89,593,115,55,81,248,192,43,21,5,3
443,249,3.45,2,408,2,311,4,474,14,252,0.96,36,61,325,111,424,55,351,30,213,64,0.66,580,123,27,63,243,166,43,20,2,3
444,280,2.92,2,338,1,315,5,425,15,278,1.04,35,62,370,98,365,64,333,29,220,61,0.77,453,103,56,58,233,153,45,21,0,3
445,289,3.09,2,430,0,315,4,538,14,282,1.05,35,59,424,114,416,52,368,29,216,60,0.67,586,112,24,60,267,149,44,25,5,3
446,306,3.12,2,351,1,319,5,503,13,300,1.11,37,63,396,119,363,53,359,34,214,64,0.81,663,118,49,78,265,143,42,22,0,3
447,269,3.23,2,424,2,295,5,494,17,281,1.07,39,67,361,106,402,51,362,30,179,64,0.69,608,98,49,63,272,181,38,23,1,3
448,266,3.09,2,415,1,311,5,491,16,241,1.05,34,64,378,104,337,45,287,30,213,61,0.8,580,121,59,69,245,145,35,18,4,3
449,325,3.42,2,402,2,358,5,424,12,293,1.05,38,55,365,101,366,50,323,28,243,65,0.72,576,86,51,55,249,171,44,26,3,3
450,265,3.29,3,439,1,318,4,497,17,268,1,38,66,386,106,355,57,383,28,203,63,0.74,663,102,54,57,256,152,41,21,5,3
451,266,3.29,2,400,1,315,6,452,13,241,0.97,39,57,377,110,372,50,364,30,217,63,0.89,720,130,51,59,225,172,48,20,6,3
452,250,2.92,2,386,1,322,5,473,15,249,0.99,40,55,424,101,338,56,408,32,230,68,0.49,608,100,58,57,256,154,39,20,5,3
453,261,3.23,2,379,1,297,5,483,14,251,0.99,37,69,422,97,422,47,395,29,205,61,0.66,701,114,49,64,231,188,41,19,3,3
454,331,3.09,2,404,1,327,5,524,15,255,1.01,35,71,352,97,344,52,349,27,214,64,0.6,709,116,53,60,214,145,45,20,1,3
455,331,3.64,2,420,0,296,5,470,14,219,1.08,39,72,364,95,290,51,389,29,260,63,0.68,536,111,45,62,254,161,39,21,3,3
456,289,3.01,1,398,1,301,5,475,13,228,0.97,44,68,389,102,353,58,341,31,215,72,0.74,756,103,27,57,246,164,39,21,3,3
457,291,3.09,3,352,2,339,6,435,14,297,0.92,32,62,389,120,355,49,369,31,229,63,0.47,574,121,54,77,260,139,41,21,1,3
458,281,3.14,1,393,0,316,6,469,14,264,0.99,39,63,427,116,356,56,345,30,214,67,0.81,720,116,57,62,228,164,47,21,1,3
459,293,3.36,2,353,1,325,5,485,15,287,1.05,36,63,340,102,380,54,410,29,230,67,0.9,663,99,56,68,239,157,46,23,2,3
460,263,3.17,2,413,1,305,5,498,15,250,1.04,40,57,332,119,375,55,321,31,226,58,0.81,665,104,51,59,252,151,41,24,0,3
461,277,7.74,5,384,1,286,5,579,25,198,1.11,46,63,434,82,295,95,293,69,209,73,0.73,538,114,59,83,230,221,41,14,3,4
462,322,7.99,4,376,1,243,6,468,21,193,1.05,39,65,475,84,306,90,355,76,226,78,0.8,378,108,57,70,239,196,41,18,5,4
463,300,7.84,6,383,1,279,5,523,20,185,1.03,38,76,426,83,340,88,297,65,232,86,0.84,701,106,65,80,235,208,36,17,5,4
464,316,8.19,5,366,1,280,4,556,19,198,1.24,40,77,412,85,319,97,280,73,219,73,0.84,634,101,56,85,225,199,34,14,3,4
465,272,7.39,6,409,0,296,5,489,19,190,1.44,41,66,422,87,287,91,362,70,212,87,0.79,462,107,56,85,230,232,41,15,2,4
466,287,7.74,5,414,1,296,5,538,19,165,1.26,45,72,425,81,323,98,315,78,196,85,0.77,279,108,62,77,191,207,34,15,6,4
467,268,7.8,5,358,0,268,5,515,19,196,1.38,39,60,457,84,303,102,344,58,200,88,0.83,683,116,59,83,233,221,36,15,3,4
468,288,7.62,5,374,1,282,5,520,22,190,1.36,45,73,448,85,335,107,359,69,217,83,0.71,523,109,62,84,215,180,38,14,1,4
469,264,8.23,6,383,1,318,4,525,20,204,1.14,40,71,492,87,306,86,269,76,196,74,0.9,315,118,58,73,214,196,38,16,0,4
470,284,7.54,5,349,1,297,5,513,21,180,1.19,35,71,435,81,320,106,305,64,211,69,0.7,771,109,53,70,222,227,32,15,7,4
471,324,8.23,5,322,2,281,5,489,23,227,1.21,45,70,414,88,304,109,358,72,235,87,0.75,444,98,66,77,241,195,42,14,2,4
472,284,7.87,5,381,1,287,5,474,24,199,0.96,40,70,498,87,299,116,318,75,193,64,0.63,189,122,60,74,228,214,39,16,3,4
473,271,8.44,5,385,2,284,5,520,19,203,1.1,41,79,432,82,335,89,298,72,222,82,0.69,671,106,57,85,209,216,37,14,6,4
474,299,7.28,5,360,2,263,5,518,20,207,1.02,47,73,483,87,315,87,302,70,228,73,0.53,540,107,58,82,236,230,38,13,3,4
475,332,8.25,5,392,1,243,5,499,22,197,1,33,66,409,81,324,107,333,72,216,77,0.84,189,110,56,85,216,211,32,16,5,4
476,299,7.76,5,388,1,302,4,479,23,202,1.22,48,58,420,83,330,104,293,74,203,82,0.67,554,106,62,76,218,220,39,16,4,4
477,280,7.95,5,389,1,293,4,532,20,210,1.2,37,68,438,86,280,97,334,66,210,73,0.7,509,105,61,75,202,245,40,13,2,4
478,293,8.23,4,414,1,303,6,522,21,218,1.33,39,73,425,86,323,86,315,70,203,78,0.85,570,110,63,81,223,191,39,15,7,4
479,289,7.35,4,403,1,302,5,493,20,184,1.2,40,68,435,83,331,96,350,70,221,79,0.8,714,110,62,82,212,228,37,15,3,4
480,291,8.5,5,392,1,320,5,450,22,189,1.12,37,73,397,82,325,103,299,68,197,73,0.8,494,108,55,85,229,226,41,14,3,4
481,252,9.06,5,411,0,314,6,498,18,194,0.93,42,74,443,83,324,102,269,69,243,69,0.76,889,116,57,80,219,195,37,15,4,4
482,274,7.58,5,430,1,286,5,494,24,196,1.28,40,73,452,84,306,92,327,72,207,77,0.77,590,108,59,91,225,223,38,15,7,4
483,282,8.52,5,355,1,270,5,446,19,176,1.49,37,70,477,87,329,94,360,74,212,77,0.74,428,116,63,75,216,207,37,15,6,4
484,274,7.74,6,369,0,283,5,573,22,212,1.3,45,67,438,81,311,102,323,76,193,79,0.64,590,113,58,82,201,177,39,17,2,4
485,311,8.11,4,350,1,285,4,423,18,199,1.2,454,71,474,85,313,104,290,68,206,70,0.73,250,120,56,87,220,221,36,15,5,4
486,301,8.42,5,369,0,304,6,575,21,185,1,45,61,434,83,314,97,323,57,209,65,0.84,486,96,57,76,242,214,38,16,4,4
487,302,8.4,4,423,0,312,4,529,24,193,1.17,44,68,497,85,310,93,291,66,204,74,0.7,913,103,59,82,231,209,36,15,5,4
488,283,7.45,5,350,1,294,5,583,19,207,1.24,46,73,415,79,320,93,290,63,211,84,0.73,669,108,55,83,198,210,36,16,2,4
489,295,7.76,5,315,2,305,5,449,19,206,0.97,42,79,411,84,352,102,323,72,203,82,0.73,264,107,56,78,214,234,39,17,4,4
490,268,7.58,5,404,1,282,5,497,23,213,1.31,44,64,463,85,325,101,333,81,208,81,0.72,701,115,60,87,202,200,38,16,4,4
491,312,7.82,4,391,1,304,5,485,20,196,1.16,41,68,469,85,353,98,302,81,215,81,0.83,674,112,56,81,194,207,35,15,5,4
492,297,8.21,5,375,1,315,4,431,19,211,1.34,39,72,497,85,339,105,292,68,209,77,0.86,640,95,55,68,222,215,38,14,5,4
493,302,7.58,4,382,2,329,5,467,22,190,1.11,36,71,426,84,276,98,247,74,216,75,0.83,418,109,61,67,211,210,36,16,2,4
494,276,7.31,6,375,1,292,5,517,25,202,1.14,40,68,400,84,328,92,295,70,189,66,0.65,326,111,58,78,241,196,39,17,3,4
495,302,7.99,5,338,0,285,5,477,20,206,1.15,40,68,422,81,288,98,302,74,189,73,0.95,424,108,55,72,248,213,37,13,5,4
496,310,8.57,5,350,1,307,4,449,22,208,1.02,44,70,467,82,326,104,308,69,200,84,0.76,426,105,59,83,194,247,38,15,4,4
497,288,8.04,6,382,1,284,5,464,22,184,1.16,41,68,465,83,339,90,324,65,215,76,0.75,766,105,61,75,221,186,35,15,8,4
498,290,8.78,5,371,2,302,5,523,19,168,1.31,35,79,456,83,329,104,368,69,207,72,0.82,326,114,61,82,222,241,40,14,3,4
499,271,8.32,4,412,2,275,5,502,22,219,1,41,69,403,83,322,95,273,81,213,77,0.66,616,108,53,74,234,249,38,16,4,4
500,286,8.54,6,418,0,292,5,489,21,207,1.32,47,68,404,85,347,93,340,72,212,76,0.68,208,102,58,84,217,200,34,16,7,4
501,308,8.34,4,372,2,317,4,498,21,185,0.93,42,66,421,83,313,97,292,68,184,78,0.53,527,115,56,83,241,162,37,13,4,4
502,288,7.22,6,390,1,324,4,444,16,221,1.24,44,72,461,84,320,98,301,69,213,77,0.62,357,115,58,82,198,181,34,15,3,4
503,313,8.17,6,393,0,315,4,512,19,226,1.37,40,69,451,87,315,89,297,69,226,78,0.69,679,107,62,91,212,226,35,15,4,4
504,284,9.06,5,398,0,302,6,477,15,195,1.2,44,80,433,81,295,99,333,66,220,78,0.77,430,106,52,80,220,214,39,15,4,4
505,289,7.52,5,383,1,311,5,511,20,206,1.31,44,59,479,89,307,99,292,59,199,73,0.73,420,105,59,75,229,224,44,16,4,4
506,276,8.21,5,368,1,264,5,527,19,193,1.18,39,76,414,85,322,89,321,64,228,70,0.7,378,101,64,82,222,197,40,14,6,4
507,271,7.84,5,406,1,271,5,508,18,215,0.91,40,67,374,80,326,97,366,77,215,78,0.78,189,101,59,82,225,192,40,12,6,4
508,307,7.87,6,386,1,301,5,461,20,210,1.15,45,74,435,88,309,109,332,69,197,76,0.75,369,108,57,82,244,185,42,15,2,4
509,302,7.91,5,371,1,308,5,435,21,179,1.06,46,64,377,86,310,95,310,70,198,83,0.62,647,113,57,74,238,190,35,16,4,4
510,254,8.82,5,371,1,306,6,425,22,206,1.18,44,75,404,89,289,88,311,79,205,76,0.91,527,102,58,86,220,249,39,14,4,4
511,272,7.82,6,411,1,280,6,552,24,222,1.02,33,65,417,85,305,114,376,69,236,83,0.72,250,108,57,80,221,211,39,14,5,4
512,280,8.17,5,348,1,291,5,542,19,188,1.12,45,68,457,90,314,106,369,74,209,79,0.64,448,105,66,75,203,189,39,15,6,4
513,301,7.54,5,420,1,318,5,456,19,182,1.13,43,73,398,84,305,92,323,66,228,82,0.89,494,103,59,78,207,186,37,15,5,4
514,301,8.54,4,393,1,267,5,550,19,218,1.27,41,76,457,81,347,99,320,65,226,79,0.83,492,114,62,76,192,222,32,15,3,4
515,311,7.95,6,368,1,336,4,514,25,197,1.21,44,70,394,87,281,94,355,67,199,80,0.68,378,111,58,73,231,219,36,15,5,4
516,311,7.99,5,398,1,294,5,480,21,221,1.14,44,68,447,89,328,87,302,75,211,70,0.69,687,115,59,91,235,205,35,14,5,4
517,279,8.78,6,400,0,279,3,475,22,203,1.21,40,70,449,87,300,95,320,72,196,69,0.84,331,117,59,71,210,218,35,15,5,4
518,284,7.72,5,422,2,251,6,513,22,188,0.99,44,65,404,80,325,98,342,72,203,76,0.72,540,103,60,84,203,236,37,15,1,4
519,254,8.15,5,363,2,308,5,502,25,179,1.26,41,74,481,83,334,115,321,73,201,76,0.75,703,116,59,87,248,227,35,14,2,4
520,306,7.6,5,352,1,293,6,554,23,216,1.22,36,65,383,81,316,93,314,71,205,70,0.76,430,107,63,78,253,239,35,14,4,4
521,310,7.91,5,416,1,279,5,508,19,191,1.19,37,74,430,77,315,91,370,66,194,79,0.7,450,112,56,72,252,222,36,15,5,4
522,306,7.78,5,368,1,296,5,535,21,175,1.04,41,79,419,83,306,93,324,76,215,72,1.01,588,106,63,77,251,193,41,17,7,4
523,324,7.64,6,343,0,276,5,503,20,198,1.27,44,75,497,84,306,102,285,66,223,75,0.65,335,109,62,85,221,250,37,15,0,4
524,280,8.44,6,359,1,315,5,396,20,207,1.09,41,64,374,87,315,110,345,67,208,79,0.87,626,116,58,74,218,214,33,14,5,4
525,280,8.04,5,425,2,267,5,540,21,195,1.06,40,67,452,89,303,89,316,74,189,83,0.75,457,99,61,78,222,192,36,15,4,4
526,275,7.47,6,344,1,256,4,506,20,214,1.25,42,65,487,87,294,97,323,67,220,80,0.75,529,118,62,79,188,217,39,13,5,4
527,280,8.01,5,378,2,284,5,464,21,196,1.24,42,73,374,80,322,81,303,69,197,73,0.8,736,103,57,75,173,213,40,16,2,4
528,264,8.11,5,386,1,317,5,491,23,193,1.05,40,65,454,81,320,91,255,71,211,79,0.7,448,111,64,79,227,204,32,16,6,4
529,302,8.04,5,407,2,314,5,441,20,200,1.28,46,70,505,79,322,91,262,68,189,75,0.77,754,100,62,79,239,201,33,14,1,4
530,297,8.71,5,400,0,297,5,434,20,206,0.91,46,72,465,83,286,101,317,69,224,80,0.96,600,105,58,81,238,181,37,17,4,4
531,306,8.3,5,359,1,293,4,489,20,221,1.25,44,76,416,84,356,96,352,74,188,78,0.78,628,104,56,77,217,234,42,16,6,4
532,269,7.93,5,364,1,308,5,548,18,209,1.12,39,73,479,85,315,99,323,63,192,76,0.78,576,113,58,82,216,246,37,17,5,4
533,284,7.74,4,354,1,301,5,510,22,195,1.45,38,69,428,87,277,85,316,77,212,69,0.65,845,105,56,86,238,235,34,13,4,4
534,294,8.25,6,333,1,270,5,479,18,187,1.03,52,66,467,86,344,100,335,76,200,69,0.79,345,123,63,90,220,221,36,16,2,4
535,242,7.78,4,423,2,264,6,545,17,191,1.13,44,64,441,82,323,95,303,68,238,74,0.67,669,108,55,90,212,202,37,17,1,4
536,293,8.96,5,347,1,297,6,485,22,176,1.03,41,77,446,85,320,106,301,72,197,86,0.69,432,112,59,81,223,188,42,16,7,4
537,278,8.27,5,414,2,297,4,583,21,187,1.25,37,75,401,83,319,105,322,72,209,76,0.78,545,99,57,80,214,207,36,14,3,4
538,282,8.11,5,377,0,264,6,449,19,203,1.24,44,68,451,84,310,99,351,69,209,81,0.87,829,98,62,82,202,215,40,18,5,4
539,305,7.66,5,390,1,275,5,538,21,184,1.28,39,62,433,87,326,97,306,67,211,71,0.73,540,101,56,81,219,204,34,17,2,4
540,293,7.91,5,395,0,293,6,582,20,197,1.46,45,67,426,87,298,106,329,72,205,73,0.92,534,107,59,80,199,199,35,16,2,4
541,255,7.28,4,420,1,304,5,504,20,211,1.22,46,73,426,83,303,107,307,65,213,76,0.8,880,114,59,72,210,224,33,17,4,4
542,289,7.82,5,350,2,321,5,437,20,213,1.27,39,67,431,82,341,82,339,63,196,66,0.71,819,111,55,84,242,212,43,16,5,4
543,273,8.36,5,397,1,296,5,402,22,175,1.21,43,72,436,85,323,103,371,70,210,71,0.81,681,108,61,78,232,228,40,15,2,4
544,276,8.34,6,372,1,281,5,470,16,215,0.93,41,64,418,88,318,89,301,65,208,77,0.96,267,109,58,84,226,222,38,14,6,4
545,303,8.48,6,394,2,301,5,501,20,189,1.39,43,70,455,91,296,90,278,68,212,74,0.72,597,106,60,85,232,228,40,15,4,4
546,273,7.95,5,402,1,308,4,567,19,181,1.15,49,68,435,83,312,91,323,74,213,70,0.73,486,109,63,78,217,246,40,16,8,4
547,297,7.28,5,337,1,257,5,484,19,191,1.32,40,73,416,83,321,89,280,71,225,76,0.72,600,109,60,67,199,193,37,15,5,4
548,293,7.58,6,418,0,300,5,507,22,226,1.29,48,68,449,88,314,90,270,72,212,73,0.87,507,108,59,77,223,233,34,15,4,4
549,291,8.46,5,395,1,282,5,489,20,191,1.26,42,72,443,79,316,98,326,66,192,79,0.74,602,107,59,77,201,219,35,15,5,4
550,277,7.62,6,367,1,334,3,487,20,184,1.3,44,67,414,80,332,98,325,65,189,81,0.77,720,107,58,83,233,226,36,16,6,4
551,286,7.89,6,364,1,292,4,553,15,168,1.26,44,67,448,77,327,99,318,69,216,76,0.58,929,116,55,77,215,232,31,15,0,4
552,283,7.91,5,365,1,306,5,526,20,188,1.19,44,59,455,85,316,96,247,67,234,76,0.74,578,111,61,78,227,244,40,17,3,4
553,320,7.78,5,403,1,295,5,468,23,177,1.43,45,70,432,82,313,97,357,79,212,72,0.71,545,103,55,89,225,193,39,14,2,4
554,273,8.78,5,315,2,287,4,486,21,202,1.41,39,70,424,79,330,101,328,71,199,71,0.77,762,119,61,79,224,210,34,11,1,4
555,286,8.76,5,356,1,275,5,549,21,230,1.34,43,73,438,81,337,105,312,70,226,80,0.62,614,108,62,84,244,188,35,16,3,4
556,259,8.32,5,432,1,296,5,574,21,190,1.11,42,65,474,79,313,102,329,65,218,72,0.77,679,112,57,85,221,225,42,16,6,4
557,292,8.42,5,348,1,298,5,495,19,205,1.04,46,69,451,86,325,86,344,71,200,72,0.74,365,119,63,81,215,206,39,17,3,4
558,267,8.74,4,354,1,260,6,540,19,214,1.37,42,68,510,86,319,108,328,66,210,81,0.57,529,117,57,87,246,209,35,15,9,4
559,324,8.15,5,385,1,267,5,562,17,208,1.36,40,78,424,85,310,95,300,72,221,76,0.63,640,112,58,88,189,166,35,16,2,4
560,269,8.48,5,393,1,284,5,538,17,166,1.15,45,71,469,78,320,102,278,73,207,88,0.55,795,107,54,76,224,231,42,16,2,4
561,309,8.25,5,376,1,294,5,454,21,205,1.18,46,69,435,86,313,98,247,69,183,70,0.64,406,106,58,82,223,172,37,15,3,4
562,287,8.17,5,338,1,325,6,540,21,219,1.43,42,65,436,91,288,93,277,70,192,75,0.57,674,116,58,78,216,214,37,16,6,4
563,273,7.97,5,342,0,298,5,468,19,185,1.1,38,64,436,81,290,104,303,70,188,72,0.84,960,97,58,81,207,227,34,15,3,4
564,311,7.82,5,408,0,294,4,451,21,182,1.14,43,67,468,85,322,107,329,77,222,73,0.9,616,107,60,85,228,246,40,16,2,4
565,285,8.13,5,400,1,296,5,462,23,167,1.37,42,75,455,85,324,103,309,74,194,76,0.85,734,112,58,83,206,245,37,13,2,4
566,289,8.15,6,353,1,271,5,578,18,204,1.25,42,73,410,89,348,97,391,67,215,83,0.72,349,99,65,76,215,188,40,14,3,4
567,294,7.66,5,421,1,296,5,483,24,185,1.23,42,75,476,84,320,100,251,61,201,73,0.65,695,109,58,73,218,162,37,15,4,4
568,258,8.19,4,359,1,335,5,463,20,209,1.27,49,66,451,89,340,81,319,76,243,80,0.73,413,122,61,75,215,216,39,14,3,4
569,257,8.52,5,395,2,298,5,510,20,213,1.24,40,75,480,80,341,100,327,74,201,81,0.73,338,103,61,74,150,234,41,15,5,4
570,265,8.5,5,398,2,280,5,516,18,193,1.26,41,77,400,87,326,92,291,59,198,81,0.76,762,105,61,75,201,208,35,13,4,4
571,290,8.61,5,416,1,300,4,508,21,216,1.28,46,65,435,85,335,96,317,72,193,84,0.68,267,109,64,82,233,211,37,13,0,4
