id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,class
958,277,3.45,3,389,1,340,1,513,21,221,0.98,43,62,306,136,315,59,341,9,182,104,0.96,604,119,46,24,145,174,37,18,5,7
959,266,3.72,3,358,1,396,1,621,22,230,1.02,42,70,343,140,359,58,402,8,184,105,1.32,513,110,54,25,155,185,38,17,6,7
960,267,3.48,3,410,1,405,2,612,24,236,0.97,45,66,349,132,375,48,377,8,175,85,0.98,560,125,52,24,139,181,32,16,3,7
961,259,3.87,3,440,1,364,1,628,20,256,0.93,40,67,377,124,347,53,309,8,159,80,1.13,582,118,52,22,176,177,41,16,1,7
962,277,3.54,2,335,1,370,1,548,18,238,0.91,39,73,308,144,400,59,394,8,172,81,1.16,578,113,51,24,142,196,39,19,4,7
963,274,3.36,3,384,0,347,1,669,21,271,1.08,42,65,311,133,376,53,393,6,189,114,0.98,616,133,58,23,162,194,38,19,4,7
964,273,3.45,3,403,1,341,1,657,17,279,0.98,46,73,383,134,350,55,368,9,181,87,1.09,521,118,54,23,145,174,37,19,6,7
965,299,3.64,3,342,1,339,0,546,20,229,1.16,44,77,382,135,358,53,374,7,175,107,1.19,610,119,54,23,170,155,39,18,2,7
966,262,3.72,3,338,1,333,2,490,24,221,1.1,42,63,355,146,312,59,380,9,182,97,1.04,630,127,54,25,164,194,31,16,9,7
967,248,3.31,3,340,1,317,1,581,19,231,1.02,46,75,344,152,382,49,337,7,204,98,0.97,586,100,47,23,153,189,39,17,3,7
968,268,3.52,3,338,0,335,0,597,18,253,1.04,40,72,365,137,345,60,388,9,146,104,1,597,127,58,22,144,176,34,19,4,7
969,269,3.76,3,365,1,320,1,612,18,208,1,39,67,356,124,377,49,379,7,174,120,1.19,642,122,53,25,155,190,37,20,7,7
970,251,3.54,3,391,1,374,0,624,19,227,0.96,45,66,334,136,305,51,338,8,192,109,1.28,649,115,51,24,121,162,36,18,6,7
971,273,3.12,3,395,1,383,1,623,19,220,1.03,41,68,393,142,363,51,322,8,198,100,1.19,667,134,53,24,130,169,36,17,5,7
972,294,3.99,3,413,1,396,0,608,21,224,0.99,37,62,314,144,392,44,443,8,186,88,1.29,608,131,56,27,142,175,35,19,5,7
973,282,3.89,2,431,1,336,1,564,21,232,1.03,42,65,353,156,337,54,357,7,194,110,1.15,647,128,50,21,163,179,37,18,6,7
974,272,3.54,2,422,1,356,0,567,20,227,1.05,45,69,372,132,344,55,359,9,174,116,1.06,701,140,51,26,145,189,36,17,0,7
975,263,3.66,4,391,2,333,1,614,16,239,0.97,47,64,360,145,314,54,365,9,192,101,1.05,649,119,45,21,157,162,43,17,4,7
976,269,3.42,2,396,1,352,1,580,23,228,0.97,35,66,358,136,369,54,336,8,179,104,1.1,566,122,50,27,162,184,36,16,2,7
977,258,3.52,3,410,1,386,1,580,21,244,1.09,45,60,346,139,419,53,347,8,189,102,1.13,645,111,50,23,166,180,34,17,10,7
978,282,3.83,3,435,0,373,1,558,21,236,0.97,40,57,366,132,411,54,425,6,193,113,1.28,523,113,53,24,155,173,42,20,4,7
979,273,3.61,4,415,0,328,0,672,21,227,0.95,45,72,367,136,366,56,348,7,188,105,1.21,636,135,48,25,161,173,37,18,10,7
980,268,3.72,3,376,0,384,1,556,19,243,0.97,41,61,354,141,389,54,369,6,199,112,1.16,532,108,49,26,155,159,38,17,2,7
981,281,3.8,4,389,1,329,1,555,20,213,0.98,48,62,320,130,427,57,371,8,185,97,1.1,590,113,49,25,137,206,39,17,0,7
982,257,3.78,3,387,1,318,1,525,19,266,0.95,44,71,325,133,388,50,378,10,197,104,1.24,595,130,43,24,122,179,36,19,6,7
983,260,3.5,3,373,1,391,1,550,19,287,1.04,47,71,367,142,368,48,392,8,190,102,1.23,645,96,49,20,154,173,41,18,3,7
984,280,3.52,3,402,2,376,1,672,19,224,1.01,48,62,388,129,353,56,350,7,194,117,0.94,606,119,51,23,133,196,40,18,3,7
985,258,2.97,3,413,1,345,1,532,19,236,1.05,48,66,326,139,415,50,410,9,177,96,1.21,614,127,59,24,134,178,38,19,3,7
986,261,3.25,3,462,1,363,1,514,21,240,0.84,48,69,351,136,369,57,394,9,201,123,1.07,570,124,48,23,158,188,41,18,5,7
987,270,3.61,3,362,1,321,0,568,22,191,0.98,45,58,344,131,328,53,342,7,181,125,1.23,647,128,48,25,166,187,38,19,11,7
988,279,3.52,3,398,2,401,1,663,21,230,1.06,44,71,319,133,400,63,428,10,191,108,1.06,570,100,50,20,166,182,31,18,10,7
989,265,3.36,2,337,1,334,1,551,20,214,1.02,36,63,371,142,377,66,378,8,178,99,1.05,602,124,53,24,164,177,36,17,0,7
990,287,3.42,3,377,1,402,1,672,20,280,1.06,43,75,374,143,424,53,346,7,208,118,1.1,482,118,47,23,136,158,43,17,8,7
991,264,3.29,3,378,1,353,1,499,20,258,0.94,43,75,347,140,359,52,346,7,188,111,1.23,578,131,52,24,117,167,32,19,4,7
992,252,3.68,2,359,1,366,2,544,22,240,1.02,42,66,359,144,331,54,437,8,186,115,1.1,595,128,56,19,141,165,37,17,6,7
993,269,3.83,3,410,1,351,1,510,22,237,0.9,44,66,304,129,337,56,407,9,191,103,1.33,632,122,53,23,150,152,36,20,4,7
994,268,3.85,3,366,1,311,1,533,22,229,0.94,42,69,322,135,360,62,298,9,176,98,1.09,580,126,49,27,160,179,37,19,8,7
995,251,3.42,3,418,1,323,1,632,20,214,1.01,45,66,377,145,355,55,317,9,177,99,1.1,620,109,47,24,142,181,35,20,6,7
996,277,3.45,4,377,1,371,1,534,24,259,1,52,71,349,155,376,58,367,8,176,117,0.99,665,111,51,23,144,185,37,17,4,7
997,257,3.45,2,376,1,349,2,672,19,222,1.08,43,73,358,138,352,57,373,9,162,115,0.97,604,117,45,20,136,178,35,17,8,7
998,250,3.78,3,356,1,368,0,581,18,223,1.03,51,62,365,137,343,60,351,7,189,119,1.23,529,114,55,27,154,170,42,18,2,7
999,256,3.29,4,433,1,405,1,589,19,229,1,34,65,349,148,339,59,310,9,168,104,1.2,608,119,46,22,165,170,37,17,7,7
1000,249,3.83,2,420,1,330,2,566,19,257,0.9,32,73,331,145,358,49,401,8,166,92,0.98,618,111,51,24,138,159,44,18,9,7
1001,283,3.52,3,395,2,375,1,584,21,215,1.03,47,63,403,147,347,50,410,9,183,114,1.27,593,140,57,20,137,150,36,17,2,7
1002,282,3.14,3,394,1,352,0,534,23,215,1.11,36,59,328,147,341,57,383,8,201,111,1.04,584,137,52,21,131,188,39,17,6,7
1003,309,6.6,3,460,3,335,2,505,19,255,0.77,37,66,381,79,283,125,347,28,180,81,0.98,580,101,46,86,171,210,39,25,6,8
1004,261,6.63,3,420,4,359,3,547,19,212,0.85,40,69,393,81,291,128,346,28,203,84,1.06,616,105,30,70,162,175,38,24,3,8
1005,307,6.47,2,470,4,377,2,480,20,242,0.82,42,61,445,109,318,126,398,28,203,91,0.93,642,126,43,83,176,191,38,24,5,8
1006,263,5.99,2,485,2,321,3,546,19,245,0.92,36,63,367,95,294,128,306,27,212,74,0.85,462,125,31,71,169,185,34,28,5,8
1007,300,5.75,3,465,3,325,2,600,20,256,0.88,41,65,474,89,311,129,315,24,196,83,1.09,406,125,37,77,172,209,38,21,3,8
1008,290,6.4,2,418,2,363,1,560,21,218,0.86,43,57,343,94,287,141,336,29,183,74,0.97,475,104,35,75,194,176,34,27,2,8
1009,272,5.66,2,383,3,333,2,558,20,237,0.86,41,64,390,93,296,117,407,27,206,81,1.06,614,118,38,78,180,199,33,26,5,8
1010,283,5.58,2,478,3,358,2,567,20,216,0.87,38,60,407,101,292,113,404,30,206,77,0.95,554,121,47,87,177,191,35,25,3,8
1011,251,6.71,2,429,3,358,2,533,22,198,0.8,44,75,426,109,273,121,376,29,180,80,1,503,112,38,78,174,192,35,25,1,8
1012,261,5.75,2,442,3,321,3,532,19,205,0.76,41,53,420,94,329,129,338,23,219,75,0.96,758,124,40,80,176,207,36,23,1,8
1013,268,6.05,1,412,4,353,2,532,17,225,0.93,38,65,331,94,300,124,438,26,194,82,0.92,420,107,45,65,186,183,38,25,2,8
1014,247,5.53,2,486,2,336,2,555,20,256,0.85,38,58,381,98,275,131,336,26,190,77,1.13,499,115,42,82,185,194,36,28,4,8
1015,265,6.12,2,429,2,392,2,542,23,214,0.91,40,63,401,100,319,101,406,30,200,81,0.95,543,106,31,71,155,187,40,23,4,8
1016,267,6.42,2,471,3,318,4,519,20,235,0.94,44,57,352,108,241,122,382,30,201,81,0.91,590,106,45,85,158,199,37,21,5,8
1017,236,5.91,2,478,3,320,2,529,19,233,0.92,37,74,398,95,263,136,344,22,194,80,0.98,556,112,36,76,143,165,37,24,5,8
1018,263,5.7,1,402,3,386,2,494,19,210,0.85,45,68,388,95,263,110,418,22,171,90,1,455,125,45,85,157,199,35,25,6,8
1019,209,5.99,2,366,3,375,2,484,22,237,0.87,42,67,405,99,266,108,381,29,200,85,0.97,566,136,34,74,140,196,36,24,2,8
1020,258,6.05,2,485,4,364,3,566,21,259,0.79,40,56,383,99,254,132,342,26,208,89,0.93,568,107,31,71,167,193,38,22,4,8
1021,272,6.08,1,444,3,349,2,560,18,223,0.9,41,67,397,78,309,126,304,26,181,85,1,478,126,41,81,148,178,35,25,0,8
1022,268,6.01,3,447,3,331,1,525,21,244,0.84,39,55,389,95,326,128,381,25,205,82,0.98,574,119,40,80,135,201,34,28,8,8
1023,268,6.15,2,465,3,327,2,497,20,219,0.88,40,60,394,95,293,115,336,27,201,86,1.11,428,124,45,85,172,199,35,24,3,8
1024,283,5.78,3,357,4,361,2,566,18,230,0.88,43,56,376,95,265,130,341,29,232,80,1.09,554,109,38,78,141,196,37,26,4,8
1025,272,5.99,3,525,3,375,3,515,19,242,0.81,47,67,418,92,308,103,375,27,170,83,1.06,378,106,45,85,177,202,38,26,0,8
1026,263,5.28,1,416,3,347,2,541,20,235,0.81,40,61,393,85,315,134,333,27,240,82,1.04,511,115,41,81,163,188,42,24,1,8
1027,253,6.36,1,456,3,294,2,537,22,247,0.85,45,59,340,94,243,135,387,25,207,82,1.09,442,124,35,75,178,180,39,21,5,8
1028,305,6.22,2,450,3,413,2,582,19,262,0.99,43,63,359,85,293,142,343,31,193,82,1.02,566,98,37,77,163,196,39,24,1,8
1029,308,5.66,2,404,3,383,2,544,21,266,0.76,44,63,380,97,306,133,430,27,204,80,1.05,574,118,32,72,156,193,36,25,3,8
1030,259,6.6,2,463,3,289,2,461,20,259,0.82,36,70,376,94,307,132,385,29,173,74,1.12,492,111,38,78,159,177,35,25,1,8
1031,254,5.36,3,476,3,321,3,535,18,178,0.84,37,62,401,86,270,145,386,26,245,75,0.92,564,103,47,87,154,193,37,23,1,8
1032,233,6.83,4,506,3,368,2,559,21,194,0.83,38,62,345,78,278,105,369,24,189,70,1.16,418,114,36,76,187,192,36,24,2,8
1033,267,6.36,2,447,3,337,2,518,21,244,0.8,41,56,424,90,347,129,399,25,204,84,0.9,578,129,38,78,187,174,37,23,1,8
1034,288,6.63,2,348,3,326,1,602,21,233,0.94,43,56,388,89,271,114,330,29,210,78,0.9,532,101,46,86,195,175,39,23,1,8
1035,241,6.15,2,414,3,325,2,452,20,229,0.82,43,69,395,105,348,121,323,25,196,82,1.16,645,106,33,73,145,188,35,21,1,8
1036,279,6.25,2,478,3,352,2,541,20,182,0.94,43,54,447,89,282,137,368,30,198,89,0.92,720,95,42,82,159,187,37,22,1,8
1037,275,5.88,3,430,3,358,2,467,22,207,0.85,42,61,430,94,281,137,380,26,183,77,0.99,442,119,31,71,146,159,36,26,0,8
1038,236,6.03,1,395,3,332,1,463,23,252,0.84,42,58,413,87,270,132,408,28,226,79,0.94,367,119,36,76,154,203,38,27,1,8
1039,251,6.51,2,415,3,346,3,530,21,238,0.92,39,58,345,90,327,127,336,31,187,76,1.12,647,117,31,71,149,159,36,26,2,8
1040,281,6.15,1,422,3,324,2,550,20,250,0.89,39,58,395,105,272,110,375,25,181,81,1.1,515,123,31,71,154,175,35,26,4,8
1041,245,6.83,4,478,4,349,2,510,20,251,0.8,36,63,416,110,246,126,398,27,200,85,0.94,669,105,37,65,133,189,34,25,3,8
1042,267,6.25,2,426,4,357,3,574,21,271,0.88,42,57,385,88,304,118,363,28,207,77,1.07,568,94,32,72,183,194,39,22,2,8
1043,300,6.25,2,431,4,377,2,538,19,243,0.8,39,52,440,88,296,126,438,28,170,87,0.96,554,111,33,73,156,182,37,28,0,8
1044,311,6.2,2,370,3,374,3,602,19,218,0.78,39,60,380,110,248,127,295,28,180,87,0.97,426,97,33,73,169,182,39,22,0,8
1045,276,6.54,3,386,3,366,2,540,19,205,0.82,45,61,441,98,330,135,385,27,247,82,0.8,606,108,34,74,162,177,37,23,5,8
1046,288,6.9,2,426,3,343,3,526,23,240,0.84,40,67,395,94,268,126,341,30,217,80,0.98,586,118,46,86,154,186,36,26,3,8
1047,316,5.91,2,426,3,376,2,465,21,207,0.85,44,54,437,91,346,128,416,29,193,74,1.01,513,134,30,70,146,193,35,25,4,8
1048,250,6.42,2,379,4,320,2,551,21,236,0.81,47,67,412,83,258,134,297,28,180,77,0.86,604,129,43,83,166,196,38,19,5,8
1049,289,5.99,1,448,3,334,2,574,24,231,0.89,40,58,389,103,308,146,313,24,224,88,1,318,111,31,71,166,211,40,26,3,8
1050,257,6.66,2,440,2,326,2,497,20,237,0.9,44,65,371,82,261,134,323,25,185,72,0.88,685,111,43,83,171,166,39,21,2,8
1051,259,5.91,2,469,3,329,2,543,19,229,0.83,39,66,411,100,303,118,393,26,221,80,1.03,614,126,47,87,173,192,35,25,0,8
1052,329,6.54,2,441,3,309,2,506,19,198,0.88,41,64,411,96,352,135,321,28,203,74,0.86,626,125,29,69,168,202,39,24,6,8
1053,241,5.86,2,436,3,335,3,520,21,223,0.93,40,63,417,88,352,134,354,26,206,75,1.18,624,117,45,85,149,186,37,25,0,8
1054,258,5.28,1,467,3,314,2,537,22,260,0.92,41,52,398,111,321,129,371,26,198,82,1.01,685,128,47,87,152,177,37,20,3,8
1055,304,6.32,2,410,3,355,2,515,20,222,0.92,46,53,349,105,290,116,392,28,244,80,1.11,420,132,43,83,178,187,35,23,0,8
1056,246,6.25,2,429,3,296,2,549,19,217,0.96,45,52,391,106,279,124,396,29,221,80,1.07,738,118,37,77,191,213,36,23,1,8
1057,272,5.75,2,466,3,309,3,498,19,202,0.83,39,56,305,95,291,101,377,26,182,81,1.04,523,119,34,74,139,198,38,21,4,8
1058,244,6.25,3,431,4,312,1,607,20,241,0.94,40,66,419,84,327,140,320,27,200,88,0.86,835,116,34,74,161,187,36,22,4,8
1059,266,5.93,2,461,3,339,2,545,18,227,0.9,45,56,373,88,267,131,380,29,202,74,1.07,593,119,37,77,148,194,36,23,0,8
1060,295,6.01,2,409,2,331,4,546,19,213,0.78,42,56,443,95,301,125,367,25,183,81,1.06,367,113,35,75,184,180,36,26,4,8
1061,267,5.66,3,534,2,385,2,524,20,203,0.87,37,64,477,89,280,126,393,28,221,78,1.04,318,125,35,75,174,170,39,24,6,8
1062,246,5.49,2,461,3,314,1,525,21,238,0.96,41,50,438,96,293,135,401,27,225,84,0.93,551,124,29,69,166,193,40,29,3,8
1063,267,6.05,2,493,3,327,3,516,20,216,0.77,43,68,392,82,288,119,284,27,213,87,1.17,647,127,30,70,180,184,38,25,6,8
1064,265,5.84,2,474,2,317,2,546,20,201,0.77,40,63,372,101,258,122,384,26,198,78,0.92,614,123,33,73,161,207,34,28,3,8
1065,264,6.42,1,493,4,376,1,563,22,260,0.79,45,72,395,82,308,138,357,25,222,77,1.04,744,101,34,74,162,194,35,22,0,8
1066,300,5.99,2,419,2,364,2,528,20,208,0.93,46,66,380,94,329,140,425,25,188,82,1.04,562,114,46,86,148,175,37,29,1,8
1067,261,6.9,4,456,4,319,2,519,18,261,0.84,39,58,428,95,263,131,387,27,200,86,0.98,750,110,46,86,161,188,34,24,4,8
1068,232,5.91,2,394,3,376,3,551,20,217,0.92,45,54,428,89,261,125,393,28,209,83,1.05,564,124,36,76,175,196,39,25,5,8
1069,212,6.4,3,413,3,382,2,513,20,211,0.92,40,63,405,107,318,122,321,29,192,79,0.89,649,112,31,71,166,196,37,23,0,8
1070,272,6.05,2,441,3,377,1,523,21,262,0.82,46,53,436,92,329,122,351,27,176,72,1.05,683,124,29,69,151,193,39,25,6,8
1071,265,6.03,2,384,3,337,2,545,18,204,0.94,36,65,380,95,329,126,381,27,202,80,1.07,499,107,35,75,140,188,35,25,0,8
1072,317,5.99,2,427,3,371,2,486,18,234,0.93,45,62,430,109,318,136,335,29,212,84,1.12,616,117,34,74,167,191,37,26,5,8
1073,267,5.82,2,528,3,338,3,557,21,257,0.89,46,62,450,104,311,135,435,29,189,82,0.97,800,131,47,87,178,172,34,23,6,8
1074,244,6.08,3,472,4,346,2,498,19,205,0.76,48,61,483,87,273,119,340,29,214,85,1.13,697,108,39,79,195,197,37,25,2,8
1075,276,6.42,2,408,3,337,1,516,18,202,0.8,45,70,337,107,253,134,369,28,183,72,0.92,622,138,44,84,154,188,33,29,3,8
1076,292,6.01,2,483,3,351,2,517,18,213,0.94,47,54,409,91,324,128,361,26,176,85,1.03,618,112,47,87,177,174,36,21,3,8
1077,291,6.01,2,425,4,379,2,547,20,209,0.81,40,55,372,93,284,121,377,27,208,77,1.07,519,134,42,82,172,198,39,28,4,8
1078,267,5.91,2,497,2,323,2,507,19,266,0.92,43,51,353,101,332,129,351,28,161,82,0.89,663,96,43,83,154,183,39,24,1,8
1079,293,6.18,2,402,2,321,1,515,19,230,0.92,45,66,361,94,329,111,404,25,209,83,1.02,819,115,45,85,162,195,39,24,4,8
1080,273,6.6,2,411,3,320,2,530,20,278,0.94,45,64,368,96,301,129,364,26,209,78,1.07,359,132,31,71,169,194,41,25,3,8
1081,274,6.64,4,431,3,344,3,602,19,179,0.89,46,62,413,100,288,133,378,23,206,73,1,523,128,40,80,162,201,34,22,6,8
1082,258,5.38,3,481,3,349,3,580,22,243,0.88,41,53,413,99,275,123,350,29,188,76,0.97,667,106,43,83,161,171,32,25,3,8
1083,234,5.93,2,423,3,335,2,515,19,212,0.81,41,57,354,100,320,127,363,26,223,90,0.98,521,121,30,70,170,199,35,29,0,8
1084,248,6.18,3,415,2,361,2,559,20,210,1.01,35,72,429,88,337,113,393,23,183,75,0.92,578,110,36,76,165,193,37,26,3,8
1085,294,5.84,2,493,4,362,2,502,22,255,0.87,49,64,353,92,285,128,401,25,180,84,0.95,835,127,36,76,173,196,37,25,0,8
1086,302,5.28,2,374,3,344,1,452,20,272,0.85,45,70,324,90,249,119,415,27,218,81,0.88,649,131,39,79,148,196,40,25,0,8
1087,310,5.78,2,476,4,342,2,538,22,238,0.96,44,61,401,106,249,136,341,25,222,77,1.04,523,94,45,85,139,180,33,25,6,8
1088,290,6.42,2,460,3,351,2,577,19,198,0.86,41,63,425,79,266,117,401,27,195,84,0.94,574,136,36,76,162,181,33,26,8,8
1089,258,5.82,2,441,2,333,3,540,22,236,0.81,40,62,352,84,252,132,349,29,188,69,0.99,754,118,35,75,180,178,40,25,1,8
1090,298,5.78,1,403,3,378,2,471,18,206,0.79,43,73,423,85,266,122,373,30,196,89,1.21,538,114,39,79,159,199,34,23,4,8
1091,291,6.83,1,412,2,315,1,518,20,238,0.85,43,62,356,81,301,143,438,29,230,83,1.03,588,117,34,74,162,174,38,22,3,8
1092,282,6.3,2,429,3,332,1,555,20,249,0.87,37,60,427,98,281,110,328,28,174,79,1,701,124,36,76,153,181,35,25,2,8
1093,259,6.12,3,464,3,350,3,558,18,209,0.92,46,69,371,89,286,128,330,27,178,87,0.82,385,122,40,80,165,196,37,28,3,8
1094,299,6.2,3,480,3,364,2,527,18,211,0.99,38,57,391,94,296,122,375,29,227,80,1.06,453,111,39,79,153,170,36,21,6,8
1095,255,6.62,2,390,4,348,3,520,19,249,0.93,42,75,384,84,257,114,410,27,232,83,1.11,618,122,41,81,157,192,41,21,0,8
1096,262,6.45,2,391,3,297,2,525,20,237,0.88,40,67,423,80,279,116,320,28,196,80,0.93,616,125,41,81,145,182,39,22,0,8
1097,250,5.91,1,447,3,368,2,556,19,204,0.84,37,72,399,88,274,103,407,30,206,83,0.87,448,101,32,72,159,192,39,28,7,8
1098,298,6.25,2,477,3,386,2,552,22,178,0.9,44,51,404,88,296,126,331,29,196,82,1.13,478,118,43,83,192,193,38,25,4,8
1099,223,6.88,4,507,3,351,2,620,21,228,0.84,40,61,360,99,267,137,392,27,214,84,0.85,764,115,41,81,133,180,39,24,4,8
1100,271,6.51,2,495,3,342,2,550,20,223,0.83,41,61,319,76,287,103,355,26,214,78,1.16,669,103,40,80,155,187,40,23,5,8
1101,246,5.28,3,456,3,315,1,576,20,226,0.88,47,65,376,83,301,118,323,30,220,83,0.87,769,128,31,71,165,182,41,23,1,8
1102,309,5.91,2,465,3,319,2,495,20,244,0.97,39,59,375,96,242,118,307,24,192,89,1.03,584,131,36,76,158,180,34,23,2,8
1103,278,6.08,2,402,3,332,2,469,21,244,0.91,41,66,347,93,280,137,296,25,235,69,1.08,501,121,38,78,183,182,36,26,2,8
1104,284,6.51,2,375,3,354,2,539,20,217,0.86,38,58,338,95,280,118,418,27,209,78,0.96,612,115,37,77,157,172,34,27,5,8
1105,285,5.95,1,427,3,314,1,475,21,203,0.89,41,65,406,92,289,126,341,29,196,81,0.86,606,112,43,83,162,164,38,24,2,8
1106,230,6.25,2,490,3,389,2,574,21,219,0.88,39,73,390,94,296,116,403,25,181,80,0.87,746,116,29,69,171,183,34,29,2,8
1107,270,6.2,4,473,2,274,5,618,23,209,1.49,44,66,419,87,290,93,329,86,179,89,0.85,590,96,46,40,154,193,35,18,5,9
1108,301,6.3,5,471,2,274,5,651,21,215,1.48,41,65,400,94,354,93,329,98,210,89,0.76,707,104,44,39,131,185,39,15,4,9
1109,294,6.47,4,427,2,298,5,617,19,214,1.55,34,78,435,79,254,97,265,100,206,87,0.8,965,104,53,48,117,219,36,16,4,9
1110,254,7.16,4,419,2,266,4,600,20,216,1.42,42,67,347,86,279,101,284,110,215,85,0.91,489,105,46,43,120,188,37,16,4,9
1111,288,5.93,5,454,2,318,5,597,21,230,1.69,48,60,386,89,303,97,237,99,167,73,0.75,746,89,45,48,127,205,35,16,4,9
1112,274,6.6,3,460,2,321,5,607,20,208,1.62,37,72,348,92,344,87,307,96,211,89,0.76,730,109,44,44,141,182,34,15,4,9
1113,265,6.94,5,446,2,333,5,607,24,222,1.69,44,65,477,86,284,109,275,88,190,87,0.95,448,105,47,41,147,201,38,16,5,9
1114,317,5.58,5,492,2,307,4,672,19,232,1.54,50,67,348,87,272,101,312,98,212,80,0.84,773,111,44,40,124,187,34,14,2,9
1115,308,6.71,4,430,2,381,6,624,21,223,1.53,41,67,438,81,358,96,260,89,184,81,0.79,676,97,50,46,125,203,37,17,4,9
1116,276,6.65,4,484,2,307,5,573,20,205,1.48,43,64,372,68,275,92,290,84,197,80,0.76,807,95,48,68,118,223,36,15,3,9
1117,289,7.16,4,449,3,269,5,603,22,204,1.41,41,75,464,84,277,101,360,101,186,94,0.92,657,111,46,41,136,198,37,16,5,9
1118,246,7.14,4,425,2,252,5,636,22,216,1.42,45,76,435,82,290,105,262,96,169,84,0.91,754,102,44,40,133,209,37,17,2,9
1119,280,7.56,5,465,2,362,5,540,23,210,1.57,36,77,392,81,295,95,295,102,200,69,0.73,1070,100,55,42,117,190,37,16,6,9
1120,277,6.2,4,474,2,310,4,634,22,214,1.51,41,77,367,84,294,99,297,94,184,98,0.81,913,113,46,44,127,230,36,16,4,9
1121,286,7.05,4,461,2,310,3,611,22,229,1.67,40,70,395,81,331,101,266,90,191,74,0.85,610,100,51,45,133,222,35,15,5,9
1122,286,7.19,4,503,2,282,5,590,22,224,1.45,38,68,322,87,303,101,241,93,226,91,0.95,802,89,51,55,116,196,32,16,4,9
1123,313,6.4,4,445,2,352,4,631,21,230,1.33,32,68,418,74,332,102,313,94,201,81,0.85,626,94,53,41,120,205,38,16,4,9
1124,295,7.16,4,412,2,316,4,609,22,225,1.41,43,69,411,88,315,96,325,87,196,95,0.77,661,103,43,46,123,205,35,17,3,9
1125,301,6.15,5,445,3,303,5,633,19,212,1.55,38,72,407,79,343,91,316,94,191,77,0.89,645,106,56,50,131,192,36,16,4,9
1126,296,7.28,4,406,2,379,4,617,20,210,1.54,48,71,392,81,312,90,287,93,159,97,0.73,734,102,57,40,102,215,35,16,4,9
1127,245,5.95,4,377,1,333,5,602,22,203,1.38,45,77,369,88,338,98,288,89,233,87,0.89,800,94,50,42,124,203,35,15,5,9
1128,278,6.54,3,475,2,352,5,540,21,213,1.41,44,77,450,90,314,96,271,91,214,101,0.77,501,96,55,51,142,219,35,15,3,9
1129,276,7.14,5,457,2,295,5,599,19,226,1.46,45,69,411,83,305,100,291,85,201,89,0.99,910,99,47,42,122,206,39,17,4,9
1130,279,6.71,3,412,2,341,5,565,20,216,1.46,45,62,363,86,275,87,255,91,210,91,1.01,771,100,49,42,151,202,38,15,4,9
1131,300,7.22,4,443,2,327,5,635,23,225,1.69,32,67,401,84,288,88,287,99,212,80,0.87,935,90,49,64,128,212,34,15,5,9
1132,257,7.07,4,469,2,345,4,578,21,210,1.52,37,70,458,81,314,89,273,98,192,92,0.89,750,93,53,44,111,183,32,15,4,9
1133,269,6.3,5,477,2,354,6,613,21,228,1.57,37,68,383,93,298,93,323,95,235,79,0.8,903,91,57,38,135,169,37,15,6,9
1134,269,6.3,4,430,2,306,5,591,19,222,1.58,44,72,337,85,308,96,279,77,182,81,0.64,883,90,52,39,145,194,36,17,3,9
1135,298,6.47,4,444,1,323,5,514,23,225,1.38,34,73,426,90,274,98,275,95,203,99,0.86,813,99,44,54,128,175,38,16,4,9
1136,269,7.19,4,413,3,322,4,566,18,230,1.6,45,72,442,86,327,93,291,96,158,81,0.87,748,96,53,40,115,217,39,15,4,9
1137,303,6.71,4,461,2,346,5,605,21,215,1.38,43,69,373,79,267,96,303,106,198,73,0.83,919,95,56,44,135,228,33,17,4,9
1138,271,6.66,5,486,1,304,5,591,21,204,1.43,37,61,359,82,293,93,323,87,223,82,0.9,819,94,48,41,132,196,36,16,4,9
1139,321,7.03,4,459,2,274,5,628,23,201,1.56,33,71,414,78,344,106,293,94,224,77,0.74,651,99,50,41,125,189,36,15,3,9
1140,252,6.6,3,469,2,325,5,584,23,206,1.4,42,67,413,81,283,100,267,94,178,87,0.85,616,91,54,41,139,189,40,15,5,9
1141,291,6.88,3,468,2,319,4,554,19,222,1.46,40,66,449,87,321,94,294,86,205,77,0.93,663,105,60,43,142,210,34,16,5,9
1142,299,6.78,4,447,2,290,5,543,20,213,1.44,38,70,391,85,274,96,326,101,205,84,0.91,674,97,46,47,137,197,40,16,4,9
1143,292,6.1,4,445,2,348,5,594,21,219,1.5,36,58,370,84,281,97,324,98,207,94,0.76,699,103,48,41,148,200,41,14,3,9
1144,295,6.73,3,440,3,337,5,570,21,218,1.6,46,71,403,79,265,97,319,102,184,74,0.95,653,90,48,41,143,212,36,17,4,9
1145,307,7.14,4,464,2,359,5,625,24,223,1.49,42,57,377,92,343,93,299,92,211,104,0.92,674,99,57,37,121,209,40,17,3,9
1146,298,6.9,4,444,2,300,6,597,22,216,1.58,37,60,400,97,350,93,309,89,206,90,0.94,556,91,50,69,116,202,35,18,3,9
1147,283,6.83,4,462,2,318,5,607,23,240,1.4,37,70,332,90,318,99,287,95,207,88,0.72,781,110,51,44,145,186,39,15,5,9
1148,302,6.51,4,475,1,315,3,582,21,200,1.42,45,65,358,92,330,92,299,86,196,87,0.77,855,104,51,45,112,220,37,15,4,9
